,Unnamed: 0,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Week,Source
0,20100,1,1.0,Bodak Yellow,Cardi B,13.0,20898872,-4.8%,https://www.youtube.com/watch?v=PEGccV-NOm8,2017-09-21,YouTube
1,20101,2,3.0,Look What You Made Me Do,Taylor Swift,5.0,18173260,30.5%,https://www.youtube.com/watch?v=3tmd-ClpJxA,2017-09-21,YouTube
2,20102,3,2.0,Despacito (feat. Daddy Yankee),Luis Fonsi,37.0,15641572,6.2%,https://www.youtube.com/watch?v=kJQP7kiw5Fk,2017-09-21,YouTube
3,20103,4,5.0,Rake It Up (feat. Nicki Minaj),Yo Gotti,13.0,11896586,3.7%,https://www.youtube.com/watch?v=OrSadmwmmAs,2017-09-21,YouTube
4,20104,5,6.0,Bank Account,21 Savage,12.0,11575677,1.9%,https://www.youtube.com/watch?v=sV2t3tW_JTQ,2017-09-21,YouTube
5,20105,6,4.0,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,6.0,10523531,-19.5%,https://www.youtube.com/watch?v=Kb24RrHIbFk,2017-09-21,YouTube
6,20106,7,7.0,The Race,Tay-K,10.0,10331480,2.5%,https://www.youtube.com/watch?v=688GhNbtIlk,2017-09-21,YouTube
7,20107,8,8.0,I Get the Bag (feat. Migos),Gucci Mane,6.0,9729395,10%,https://www.youtube.com/watch?v=uo14xGYwWd4,2017-09-21,YouTube
8,20108,9,10.0,XO TOUR Llif3,Lil Uzi Vert,28.0,8712294,15.6%,https://www.youtube.com/watch?v=WrsFXgQk5UI,2017-09-21,YouTube
9,20109,10,9.0,The Weekend,SZA,9.0,7408604,-1.7%,https://www.youtube.com/watch?v=cMD63TwzB1o,2017-09-21,YouTube
10,20110,11,12.0,Unforgettable (feat. Swae Lee),French Montana,24.0,7328636,9.3%,https://www.youtube.com/watch?v=CTFtOOh47oo,2017-09-21,YouTube
11,20111,12,11.0,Mi Gente (J Balvin & Willy William),J Balvin & Willy William,13.0,7298886,6.8%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,2017-09-21,YouTube
12,20112,13,14.0,Believer,Imagine Dragons,29.0,6626054,3.2%,https://www.youtube.com/watch?v=7wtfhZwyrcc,2017-09-21,YouTube
13,20113,14,13.0,Young Dumb & Broke,Khalid,9.0,6392251,-4.6%,https://www.youtube.com/watch?v=IPfJnp1guPc,2017-09-21,YouTube
14,20114,15,15.0,Sorry Not Sorry,Demi Lovato,11.0,6275254,1%,https://www.youtube.com/watch?v=-MsvER1dpjM,2017-09-21,YouTube
15,20115,16,20.0,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,15.0,6241694,11.2%,https://www.youtube.com/watch?v=fyaI4-5849w,2017-09-21,YouTube
16,20116,17,16.0,Rolex,Ayo & Teo,36.0,6188302,2.7%,https://www.youtube.com/watch?v=lwk5OUII9Vc,2017-09-21,YouTube
17,20117,18,23.0,Transportin',Kodak Black,6.0,6116454,18.8%,https://www.youtube.com/watch?v=Ns167_llTiA,2017-09-21,YouTube
18,20118,19,18.0,Shape of You,Ed Sheeran,38.0,6070356,7%,https://www.youtube.com/watch?v=JGwWNGJdvx8,2017-09-21,YouTube
19,20119,20,21.0,That's What I Like,Bruno Mars,31.0,5788775,8.5%,https://www.youtube.com/watch?v=PMivT7MJ41M,2017-09-21,YouTube
20,20120,21,24.0,"I'm The One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled,22.0,5615896,13.1%,https://www.youtube.com/watch?v=weeI1G46q0o,2017-09-21,YouTube
21,20121,22,30.0,These Heaux,Bhad Bhabie,5.0,5612939,35.1%,https://www.youtube.com/watch?v=-ioilEr3Apw,2017-09-21,YouTube
22,20122,23,25.0,HUMBLE.,Kendrick Lamar,27.0,5175130,7.2%,https://www.youtube.com/watch?v=tvTRZJ-4EyI,2017-09-21,YouTube
23,20123,24,34.0,Look at Me!,XXXTENTACION,34.0,5167843,33.2%,https://www.youtube.com/watch?v=qku2WZ7aRYw,2017-09-21,YouTube
24,20124,25,22.0,Congratulations (feat. Quavo),Post Malone,36.0,5125428,-2.8%,https://www.youtube.com/watch?v=SC4xMk98Pdc,2017-09-21,YouTube
25,20125,26,28.0,Escápate Conmigo (feat. Ozuna),Wisin,17.0,4620565,9.2%,https://www.youtube.com/watch?v=3X9wEwulYhk,2017-09-21,YouTube
26,20126,27,26.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,48.0,4504305,5.5%,https://www.youtube.com/watch?v=S-sJp1FfG7Q,2017-09-21,YouTube
27,20127,28,45.0,Swish Swish (feat. Nicki Minaj),Katy Perry,9.0,4465649,31.2%,https://www.youtube.com/watch?v=iGk5fR-t5AU,2017-09-21,YouTube
28,20128,29,19.0,Too Good At Goodbyes,Sam Smith,3.0,4444538,-21.4%,https://www.youtube.com/watch?v=J_ub7Etch2U,2017-09-21,YouTube
29,20129,30,31.0,Mask Off,Future,25.0,4338066,5.6%,https://www.youtube.com/watch?v=xvZqHgFz51I,2017-09-21,YouTube
30,20130,31,33.0,Attention (acoustic),Charlie Puth,22.0,4202212,6.9%,https://www.youtube.com/watch?v=nfs8NYg7yQM,2017-09-21,YouTube
31,20131,32,39.0,Felices Los 4,Maluma,21.0,4021787,10.7%,https://www.youtube.com/watch?v=t_jHrUE5IOk,2017-09-21,YouTube
32,20132,33,60.0,Dusk Till Dawn (feat. Sia),ZAYN,3.0,3981668,36%,https://www.youtube.com/watch?v=tt2k8PGm-TI,2017-09-21,YouTube
33,20133,34,35.0,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,29.0,3971002,5.1%,https://www.youtube.com/watch?v=fUtlqtdn1Xo,2017-09-21,YouTube
34,20134,35,43.0,Roll in Peace (feat. XXXTENTACION),Kodak Black,6.0,3968620,15.8%,https://www.youtube.com/watch?v=S0nbOenwCLw,2017-09-21,YouTube
35,20135,36,27.0,DNA,BTS,2.0,3927159,-7.7%,https://www.youtube.com/watch?v=MBdVXkSdhwU,2017-09-21,YouTube
36,20136,37,29.0,New Rules,Dua Lipa,8.0,3913635,-5.9%,https://www.youtube.com/watch?v=k2qgadSvNyU,2017-09-21,YouTube
37,20137,38,36.0,Slippery (feat. Gucci Mane),Migos,19.0,3902529,4.5%,https://www.youtube.com/watch?v=Hm1YFszJWbQ,2017-09-21,YouTube
38,20138,39,54.0,Jocelyn Flores,XXXTENTACION,5.0,3855326,26.1%,https://www.youtube.com/watch?v=FAucVNRx_mU,2017-09-21,YouTube
39,20139,40,37.0,Location,Khalid,32.0,3824156,4.5%,https://www.youtube.com/watch?v=by3yRdlQvzs,2017-09-21,YouTube
40,20140,41,44.0,Uptown Funk (feat. Bruno Mars),Mark Ronson,53.0,3710555,8.9%,https://www.youtube.com/watch?v=OPf0YbXqDm0,2017-09-21,YouTube
41,20141,42,38.0,When It Rains It Pours,Luke Combs,4.0,3641333,0.2%,https://www.youtube.com/watch?v=uXyxFMbqKYA,2017-09-21,YouTube
42,20142,43,40.0,Love Galore (feat. Travis Scott),SZA,11.0,3618213,-0.2%,https://www.youtube.com/watch?v=hHXfCOjb3fk,2017-09-21,YouTube
43,20143,44,17.0,Gucci Gang,Lil Pump,4.0,3535720,-40.1%,https://www.youtube.com/watch?v=9alXo1OXTec,2017-09-21,YouTube
44,20144,45,51.0,Krippy Kush,Farruko,7.0,3485143,8%,https://www.youtube.com/watch?v=j1_JW7An2l0,2017-09-21,YouTube
45,20145,46,47.0,GANGNAM STYLE (강남스타일),PSY,53.0,3478596,4.6%,https://www.youtube.com/watch?v=9bZkp7q19f0,2017-09-21,YouTube
46,20146,47,32.0,"Pills & Automobiles (feat. A Boogie wit da Hoodie, Yo Gotti & Kodak Black)",Chris Brown,4.0,3454066,-12.3%,https://www.youtube.com/watch?v=GTexe8c0eqw,2017-09-21,YouTube
47,20147,48,58.0,Rockstar (feat. 21 Savage),Post Malone,2.0,3435883,14.9%,https://www.youtube.com/watch?v=UceaB4D0jpo,2017-09-21,YouTube
48,20148,49,41.0,Do Re Mi (feat. Gucci Mane),blackbear,7.0,3416630,-5.3%,https://www.youtube.com/watch?v=dfzlUHOFQ5k,2017-09-21,YouTube
49,20149,50,46.0,What Ifs (feat. Lauren Alaina),Kane Brown,7.0,3392890,0.9%,https://www.youtube.com/watch?v=fM8V1XOI-14,2017-09-21,YouTube
50,20150,51,57.0,Strip That Down (feat. Quavo),Liam Payne,14.0,3387677,13.2%,https://www.youtube.com/watch?v=vSW2M-BB1NE,2017-09-21,YouTube
51,20151,52,55.0,In Case You Didn't Know,Brett Young,28.0,3374396,10.8%,https://www.youtube.com/watch?v=7qaHdHpSjX8,2017-09-21,YouTube
53,20153,54,48.0,No Smoke,YoungBoy Never Broke Again,7.0,3285774,-1%,https://www.youtube.com/watch?v=K3uMMjZGhnI,2017-09-21,YouTube
55,20155,56,42.0,Magnolia,Playboi Carti,21.0,3181942,-10%,https://www.youtube.com/watch?v=oCveByMXd_0,2017-09-21,YouTube
56,20156,57,59.0,First Day Out,Tee Grizzley,28.0,3125696,6.2%,https://www.youtube.com/watch?v=pWh4O6ujK4o,2017-09-21,YouTube
57,20157,58,62.0,Redbone,Childish Gambino,29.0,3104002,6.8%,https://www.youtube.com/watch?v=Kp7eSUU9oy8,2017-09-21,YouTube
59,20159,60,53.0,How Far I'll Go,Auliʻi Cravalho,42.0,2995517,-2.4%,https://www.youtube.com/watch?v=cPAbx5kgCJo,2017-09-21,YouTube
60,20160,61,49.0,No Flockin,Kodak Black,7.0,2962281,-10.4%,https://www.youtube.com/watch?v=UE_-obgiWm0,2017-09-21,YouTube
61,20161,62,66.0,Body Like a Back Road,Sam Hunt,32.0,2955213,11.7%,https://www.youtube.com/watch?v=Mdh2p03cRfw,2017-09-21,YouTube
62,20162,63,56.0,Can't Stop the Feeling!,Justin Timberlake,53.0,2884332,-5.2%,https://www.youtube.com/watch?v=ru0K8uYEZWw,2017-09-21,YouTube
63,20163,64,79.0,Untouchable,YoungBoy Never Broke Again,17.0,2864822,12.9%,https://www.youtube.com/watch?v=ipM9SkIkwCY,2017-09-21,YouTube
64,20164,65,64.0,B.E.D.,Jacquees,5.0,2862485,5.8%,https://www.youtube.com/watch?v=ul1H_p_FeaA,2017-09-21,YouTube
66,20166,67,89.0,"What's My Name (Thomas Doherty, Dylan Playfair & China Anne McClain)","Thomas Doherty, Dylan Playfair & China Anne McClain",14.0,2846314,18.4%,https://www.youtube.com/watch?v=_dyvXcv3ej0,2017-09-21,YouTube
68,20168,69,52.0,Praying,Kesha,9.0,2844319,-9.4%,https://www.youtube.com/watch?v=v-Dur3uXXCQ,2017-09-21,YouTube
69,20169,70,99.0,Tunnel Vision,Kodak Black,32.0,2836459,23.8%,https://www.youtube.com/watch?v=JzSUgOmP66Q,2017-09-21,YouTube
70,20170,71,61.0,Mayores (feat. Bad Bunny),Becky G,4.0,2773075,-4.8%,https://www.youtube.com/watch?v=GMFewiplIbw,2017-09-21,YouTube
71,20171,72,63.0,Happy,Pharrell Williams,32.0,2771858,-2.5%,https://www.youtube.com/watch?v=ZbZSe6N_BXs,2017-09-21,YouTube
72,20172,73,97.0,Privacy,Chris Brown,19.0,2721963,18.3%,https://www.youtube.com/watch?v=Fq0xEpRDL9Q,2017-09-21,YouTube
73,20173,74,72.0,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,38.0,2703664,4.9%,https://www.youtube.com/watch?v=papuvlVeZg8,2017-09-21,YouTube
74,20174,75,85.0,LOYALTY. (feat. Rihanna),Kendrick Lamar,9.0,2696500,10.9%,https://www.youtube.com/watch?v=Dlh-dzB2U4Y,2017-09-21,YouTube
75,20175,76,98.0,Its Every Night Sis,RiceGum,8.0,2690203,17.2%,https://www.youtube.com/watch?v=-Zy28mVeVZw,2017-09-21,YouTube
76,20176,77,78.0,"It's A Vibe (feat. Ty Dolla $ign, Trey Songz & Jhené Aiko)",2 Chainz,4.0,2684710,5.7%,https://www.youtube.com/watch?v=tU3p6mz-uxU,2017-09-21,YouTube
77,20177,78,69.0,JuJu On that Beat,Zayion McCall,53.0,2640380,1.7%,https://www.youtube.com/watch?v=a2v_zGWawP0,2017-09-21,YouTube
78,20178,79,68.0,Heathens,Twenty One Pilots,53.0,2636129,1.3%,https://www.youtube.com/watch?v=UprcpdwuwCg,2017-09-21,YouTube
79,20179,80,81.0,Watch Me,Silentó,51.0,2610264,3.6%,https://www.youtube.com/watch?v=vjW8wmF5VWc,2017-09-21,YouTube
80,20180,81,70.0,Monster,Skillet,50.0,2599922,0.2%,https://www.youtube.com/watch?v=1mjlM_RnsVE,2017-09-21,YouTube
81,20181,82,86.0,Something Just Like This (The Chainsmokers & Coldplay),The Chainsmokers & Coldplay,30.0,2581120,6.3%,https://www.youtube.com/watch?v=FM7MFYoylVs,2017-09-21,YouTube
82,20182,83,77.0,Say You Won't Let Go,James Arthur,39.0,2548323,-0.1%,https://www.youtube.com/watch?v=0yW7w8F2TVA,2017-09-21,YouTube
83,20183,84,83.0,There's Nothing Holdin' Me Back,Shawn Mendes,9.0,2535602,1.8%,https://www.youtube.com/watch?v=dT2owtxkU8k,2017-09-21,YouTube
84,20184,85,87.0,Tennessee Whiskey,Chris Stapleton,4.0,2517411,3.8%,https://www.youtube.com/watch?v=4zAThXFOy2c,2017-09-21,YouTube
86,20186,87,76.0,Closer (feat. Halsey),The Chainsmokers,53.0,2480357,-2.8%,https://www.youtube.com/watch?v=0zGcUoRlhmw,2017-09-21,YouTube
87,20187,88,95.0,Una Lady Como Tu,Manuel Turizo,3.0,2474981,6.4%,https://www.youtube.com/watch?v=VYtJAuoZxcc,2017-09-21,YouTube
89,20189,90,75.0,Corrido De Juanito,Calibre 50,3.0,2456833,-4.3%,https://www.youtube.com/watch?v=pC7a27zE2fs,2017-09-21,YouTube
90,20190,91,90.0,Báilame,Nacho,3.0,2430096,2.5%,https://www.youtube.com/watch?v=a1J44C-PZ3E,2017-09-21,YouTube
91,20191,92,88.0,A Thousand Years,Christina Perri,38.0,2415277,-0.1%,https://www.youtube.com/watch?v=rtOvBOTyX00,2017-09-21,YouTube
92,20192,93,91.0,Hurricane,Luke Combs,25.0,2415094,2.1%,https://www.youtube.com/watch?v=BixwVsiDdZM,2017-09-21,YouTube
93,20193,94,100.0,You're Welcome,Alfred Gagnon,44.0,2414907,6.5%,https://www.youtube.com/watch?v=XOnvlWdvHzw,2017-09-21,YouTube
94,20194,95,92.0,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,2.0,2411223,2.2%,https://www.youtube.com/watch?v=nhNqbe6QENY,2017-09-21,YouTube
96,20196,97,74.0,When We,Tank,2.0,2399558,-6.6%,https://www.youtube.com/watch?v=QRF9TgkBCjc,2017-09-21,YouTube
98,20198,99,71.0,Idfc (Tarro Remix),blackbear,16.0,2363764,-8.8%,https://www.youtube.com/watch?v=gxE4ngu78Ro,2017-09-21,YouTube
99,20199,100,93.0,Reggaetón Lento (Bailemos),CNCO,11.0,2333005,-0.4%,https://www.youtube.com/watch?v=7jpqqBX-Myw,2017-09-21,YouTube
100,20000,1,1.0,Bodak Yellow,Cardi B,15.0,21945701,0.8%,https://www.youtube.com/watch?v=PEGccV-NOm8,2017-09-28,YouTube
101,20001,2,2.0,Despacito (feat. Daddy Yankee),Luis Fonsi,39.0,14734864,20%,https://www.youtube.com/watch?v=kJQP7kiw5Fk,2017-09-28,YouTube
102,20002,3,4.0,Look What You Made Me Do,Taylor Swift,7.0,13923836,20.7%,https://www.youtube.com/watch?v=3tmd-ClpJxA,2017-09-28,YouTube
103,20003,4,5.0,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,8.0,13072974,13.9%,https://www.youtube.com/watch?v=Kb24RrHIbFk,2017-09-28,YouTube
104,20004,5,6.0,Rake It Up (feat. Nicki Minaj),Yo Gotti,15.0,11470131,11.7%,https://www.youtube.com/watch?v=OrSadmwmmAs,2017-09-28,YouTube
105,20005,6,3.0,Bank Account,21 Savage,14.0,11356588,-3.2%,https://www.youtube.com/watch?v=sV2t3tW_JTQ,2017-09-28,YouTube
106,20006,7,7.0,The Race,Tay-K,12.0,10077209,16.4%,https://www.youtube.com/watch?v=OYhXJaEbw7c,2017-09-28,YouTube
107,20007,8,8.0,I Get the Bag (feat. Migos),Gucci Mane,8.0,8845456,4.1%,https://www.youtube.com/watch?v=uo14xGYwWd4,2017-09-28,YouTube
108,20008,9,12.0,The Weekend,SZA,11.0,7540068,3%,https://www.youtube.com/watch?v=cMD63TwzB1o,2017-09-28,YouTube
109,20009,10,15.0,XO TOUR Llif3,Lil Uzi Vert,30.0,7535450,20.1%,https://www.youtube.com/watch?v=WrsFXgQk5UI,2017-09-28,YouTube
110,20010,11,9.0,Mi Gente (J Balvin & Willy William),J Balvin & Willy William,15.0,6832741,-18.4%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,2017-09-28,YouTube
111,20011,12,16.0,Unforgettable (feat. Swae Lee),French Montana,26.0,6705887,8.6%,https://www.youtube.com/watch?v=CTFtOOh47oo,2017-09-28,YouTube
112,20012,13,17.0,Young Dumb & Broke,Khalid,11.0,6697690,8.8%,https://www.youtube.com/watch?v=IPfJnp1guPc,2017-09-28,YouTube
113,20013,14,14.0,Believer,Imagine Dragons,31.0,6418688,-1.2%,https://www.youtube.com/watch?v=7wtfhZwyrcc,2017-09-28,YouTube
115,20015,16,13.0,Rolex,Ayo & Teo,38.0,6025387,-9.5%,https://www.youtube.com/watch?v=lwk5OUII9Vc,2017-09-28,YouTube
116,20016,17,11.0,Gucci Gang,Lil Pump,6.0,5907155,-19.8%,https://www.youtube.com/watch?v=9alXo1OXTec,2017-09-28,YouTube
117,20017,18,18.0,Shape of You,Ed Sheeran,40.0,5670829,0.8%,https://www.youtube.com/watch?v=JGwWNGJdvx8,2017-09-28,YouTube
118,20018,19,10.0,Too Good At Goodbyes,Sam Smith,5.0,5656500,-24.3%,https://www.youtube.com/watch?v=J_ub7Etch2U,2017-09-28,YouTube
119,20019,20,22.0,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,17.0,5611451,19%,https://www.youtube.com/watch?v=fyaI4-5849w,2017-09-28,YouTube
120,20020,21,20.0,That's What I Like,Bruno Mars,33.0,5335779,6.6%,https://www.youtube.com/watch?v=PMivT7MJ41M,2017-09-28,YouTube
121,20021,22,19.0,Congratulations (feat. Quavo),Post Malone,38.0,5274479,-3.4%,https://www.youtube.com/watch?v=SC4xMk98Pdc,2017-09-28,YouTube
122,20022,23,30.0,Transportin',Kodak Black,8.0,5149721,23.7%,https://www.youtube.com/watch?v=Ns167_llTiA,2017-09-28,YouTube
123,20023,24,23.0,"I'm The One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled,24.0,4967109,6.6%,https://www.youtube.com/watch?v=weeI1G46q0o,2017-09-28,YouTube
124,20024,25,27.0,HUMBLE.,Kendrick Lamar,29.0,4827391,8.4%,https://www.youtube.com/watch?v=tvTRZJ-4EyI,2017-09-28,YouTube
125,20025,26,24.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,50.0,4269027,-7.7%,https://www.youtube.com/watch?v=S-sJp1FfG7Q,2017-09-28,YouTube
126,20026,27,59.0,DNA,BTS,4.0,4254902,59.1%,https://www.youtube.com/watch?v=MBdVXkSdhwU,2017-09-28,YouTube
127,20027,28,35.0,Escápate Conmigo (feat. Ozuna),Wisin,19.0,4229746,11.7%,https://www.youtube.com/watch?v=3X9wEwulYhk,2017-09-28,YouTube
128,20028,29,21.0,New Rules,Dua Lipa,10.0,4158121,-15.8%,https://www.youtube.com/watch?v=k2qgadSvNyU,2017-09-28,YouTube
130,20030,31,32.0,Mask Off,Future,27.0,4106311,1%,https://www.youtube.com/watch?v=xvZqHgFz51I,2017-09-28,YouTube
131,20031,32,25.0,"Pills & Automobiles (feat. Yo Gotti, Kodak Black & A Boogie wit da Hoodie)",Chris Brown,6.0,3939307,-14.6%,https://www.youtube.com/watch?v=GTexe8c0eqw,2017-09-28,YouTube
132,20032,33,37.0,Attention (acoustic),Charlie Puth,24.0,3930248,5.6%,https://www.youtube.com/watch?v=nfs8NYg7yQM,2017-09-28,YouTube
133,20033,34,44.0,Look at Me!,XXXTENTACION,36.0,3880076,11.3%,https://www.youtube.com/watch?v=qku2WZ7aRYw,2017-09-28,YouTube
135,20035,36,33.0,Slippery (feat. Gucci Mane),Migos,21.0,3734383,-2.8%,https://www.youtube.com/watch?v=Hm1YFszJWbQ,2017-09-28,YouTube
136,20036,37,47.0,Location,Khalid,34.0,3659381,13.1%,https://www.youtube.com/watch?v=by3yRdlQvzs,2017-09-28,YouTube
137,20037,38,41.0,When It Rains It Pours,Luke Combs,6.0,3634484,2%,https://www.youtube.com/watch?v=uXyxFMbqKYA,2017-09-28,YouTube
138,20038,39,46.0,Felices Los 4,Maluma,23.0,3631620,9%,https://www.youtube.com/watch?v=t_jHrUE5IOk,2017-09-28,YouTube
139,20039,40,34.0,Love Galore (feat. Travis Scott),SZA,13.0,3624129,-5.1%,https://www.youtube.com/watch?v=hHXfCOjb3fk,2017-09-28,YouTube
140,20040,41,29.0,do re mi (feat. Gucci Mane),blackbear,9.0,3606354,-13.4%,https://www.youtube.com/watch?v=dfzlUHOFQ5k,2017-09-28,YouTube
142,20042,43,49.0,Roll in Peace (feat. XXXTENTACION),Kodak Black,8.0,3426882,10.3%,https://www.youtube.com/watch?v=S0nbOenwCLw,2017-09-28,YouTube
144,20044,45,54.0,Swish Swish (feat. Nicki Minaj),Katy Perry,11.0,3402483,20.2%,https://www.youtube.com/watch?v=iGk5fR-t5AU,2017-09-28,YouTube
145,20045,46,39.0,What Ifs (feat. Lauren Alaina),Kane Brown,9.0,3361197,-6%,https://www.youtube.com/watch?v=fM8V1XOI-14,2017-09-28,YouTube
147,20047,48,45.0,No Smoke,YoungBoy Never Broke Again,9.0,3319320,-2.6%,https://www.youtube.com/watch?v=K3uMMjZGhnI,2017-09-28,YouTube
149,20049,50,28.0,Thunder,Imagine Dragons,3.0,3300159,-23%,https://www.youtube.com/watch?v=fKopy74weus,2017-09-28,YouTube
150,20050,51,60.0,Krippy Kush,Farruko,9.0,3225508,21%,https://www.youtube.com/watch?v=j1_JW7An2l0,2017-09-28,YouTube
151,20051,52,62.0,Praying,Kesha,11.0,3139854,18.3%,https://www.youtube.com/watch?v=v-Dur3uXXCQ,2017-09-28,YouTube
153,20053,54,51.0,Jocelyn Flores,XXXTENTACION,7.0,3057389,4.9%,https://www.youtube.com/watch?v=FAucVNRx_mU,2017-09-28,YouTube
156,20056,57,57.0,Strip That Down (feat. Quavo),Liam Payne,16.0,2991953,7.5%,https://www.youtube.com/watch?v=vSW2M-BB1NE,2017-09-28,YouTube
158,20058,59,56.0,Dusk Till Dawn (feat. Sia),ZAYN,5.0,2928441,5.1%,https://www.youtube.com/watch?v=tt2k8PGm-TI,2017-09-28,YouTube
159,20059,60,48.0,Mayores (feat. Bad Bunny),Becky G,6.0,2912577,-7.8%,https://www.youtube.com/watch?v=GMFewiplIbw,2017-09-28,YouTube
161,20061,62,43.0,Happy,Pharrell Williams,34.0,2841855,-19.7%,https://www.youtube.com/watch?v=ZbZSe6N_BXs,2017-09-28,YouTube
162,20062,63,55.0,B.E.D.,Jacquees,7.0,2705725,-3.8%,https://www.youtube.com/watch?v=ul1H_p_FeaA,2017-09-28,YouTube
165,20065,66,53.0,Don’t Let Me Down (feat. Daya),The Chainsmokers,52.0,2601774,-8.7%,https://www.youtube.com/watch?v=Io0fBr1XBUA,2017-09-28,YouTube
169,20069,70,61.0,Idfc (Tarro Remix),blackbear,18.0,2592344,-2.7%,https://www.youtube.com/watch?v=gxE4ngu78Ro,2017-09-28,YouTube
172,20072,73,58.0,When We,Tank,4.0,2569472,-7%,https://www.youtube.com/watch?v=QRF9TgkBCjc,2017-09-28,YouTube
173,20073,74,40.0,Corrido De Juanito,Calibre 50,5.0,2566241,-28%,https://www.youtube.com/watch?v=pC7a27zE2fs,2017-09-28,YouTube
176,20076,77,66.0,"It's A Vibe (feat. Ty Dolla $ign, Trey Songz & Jhené Aiko)",2 Chainz,6.0,2540513,7%,https://www.youtube.com/watch?v=tU3p6mz-uxU,2017-09-28,YouTube
177,20077,78,69.0,Untouchable,YoungBoy Never Broke Again,19.0,2536906,9.9%,https://www.youtube.com/watch?v=ipM9SkIkwCY,2017-09-28,YouTube
178,20078,79,26.0,Hi Bich,Bhad Bhabie,3.0,2529687,-43.4%,https://www.youtube.com/watch?v=1NyMSWqIJDQ,2017-09-28,YouTube
181,20081,82,85.0,There's Nothing Holdin' Me Back,Shawn Mendes,10.0,2491254,19.5%,https://www.youtube.com/watch?v=dT2owtxkU8k,2017-09-28,YouTube
183,20083,84,79.0,LOYALTY. (feat. Rihanna),Kendrick Lamar,11.0,2430655,10%,https://www.youtube.com/watch?v=Dlh-dzB2U4Y,2017-09-28,YouTube
185,20085,86,67.0,Tennessee Whiskey,Chris Stapleton,6.0,2425926,2.3%,https://www.youtube.com/watch?v=4zAThXFOy2c,2017-09-28,YouTube
187,20087,88,83.0,"What's My Name (Thomas Doherty, China Anne McClain & Dylan Playfair)","Thomas Doherty, China Anne McClain & Dylan Playfair",15.0,2403190,15%,https://www.youtube.com/watch?v=_dyvXcv3ej0,2017-09-28,YouTube
188,20088,89,91.0,Báilame,Nacho,4.0,2371198,17.1%,https://www.youtube.com/watch?v=a1J44C-PZ3E,2017-09-28,YouTube
190,20090,91,64.0,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,4.0,2360379,-2.1%,https://www.youtube.com/watch?v=nhNqbe6QENY,2017-09-28,YouTube
191,20091,92,70.0,Reggaetón Lento (Bailemos),CNCO,12.0,2341681,1.8%,https://www.youtube.com/watch?v=7jpqqBX-Myw,2017-09-28,YouTube
192,20092,93,65.0,BUTTERFLY EFFECT,Travis Scott,5.0,2329135,-2%,https://www.youtube.com/watch?v=_EyZUTDAH0U,2017-09-28,YouTube
193,20093,94,86.0,Una Lady Como Tu,Manuel Turizo,4.0,2326163,13%,https://www.youtube.com/watch?v=VYtJAuoZxcc,2017-09-28,YouTube
195,20095,96,75.0,Privacy,Chris Brown,20.0,2301597,2.3%,https://www.youtube.com/watch?v=Fq0xEpRDL9Q,2017-09-28,YouTube
196,20096,97,78.0,Its Every Night Sis,RiceGum,10.0,2295962,2.9%,https://www.youtube.com/watch?v=-Zy28mVeVZw,2017-09-28,YouTube
200,19900,1,1.0,Bodak Yellow,Cardi B,15.0,21670766,-0.5%,https://www.youtube.com/watch?v=PEGccV-NOm8,2017-10-05,YouTube
201,19901,2,2.0,Despacito (feat. Daddy Yankee),Luis Fonsi,39.0,13656202,11.2%,https://www.youtube.com/watch?v=kJQP7kiw5Fk,2017-10-05,YouTube
202,19902,3,5.0,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,8.0,11612768,1.2%,https://www.youtube.com/watch?v=Kb24RrHIbFk,2017-10-05,YouTube
203,19903,4,4.0,Look What You Made Me Do,Taylor Swift,7.0,11250315,-2.5%,https://www.youtube.com/watch?v=3tmd-ClpJxA,2017-10-05,YouTube
204,19904,5,3.0,Bank Account,21 Savage,14.0,11198831,-4.5%,https://www.youtube.com/watch?v=sV2t3tW_JTQ,2017-10-05,YouTube
205,19905,6,6.0,Rake It Up (feat. Nicki Minaj),Yo Gotti,15.0,10631930,3.6%,https://www.youtube.com/watch?v=OrSadmwmmAs,2017-10-05,YouTube
206,19906,7,9.0,Mi Gente (J Balvin & Willy William),J Balvin & Willy William,15.0,8863286,5.9%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,2017-10-05,YouTube
